Title,Most view per day,Most-view-date,Highest rank,Time to Highest rank,Charted-duration,URL id:
Bon Jovi - It's My Life (Official Music Video),768166,2018/11/10,,,,vx2u5uUu3DE
Backstreet Boys - I Want It That Way (Official HD Video),1724637,2019/01/16,146.0,,9.0,4fndeDfaWCg
System Of A Down - Chop Suey! (Official HD Video),771506,2019/03/08,80.0,,18.0,CSvFpBOe8eY
Metallica: Nothing Else Matters (Official Music Video),2418741,2019/01/16,86.0,,49.0,tAGnKpE4NCI
Enrique Iglesias - El Perdedor (Pop) ft. Marco Antonio Solís,3720072,2022/07/15,16.0,,134.0,tLcfAnN2QgY
"Chris Brown - Loyal (Official Video) ft. Lil Wayne, Tyga",2303758,2014/03/25,4.0,,104.0,JXRN_LkCa_o
Katy Perry - Bon Appétit (Official) ft. Migos,10879833,2017/05/13,4.0,,55.0,dPI-mRFEIH0
LP - Lost On You (Live),1565179,2019/01/16,89.0,,152.0,wDjeBNv6ip0
Sia - Elastic Heart feat. Shia LaBeouf & Maddie Ziegler (Official Video),10328507,2015/01/08,1.0,1.0,92.0,KWZGAExj-es
Shakira - La La La (Brazil 2014) ft. Carlinhos Brown,10164457,2014/05/23,1.0,6.0,92.0,7-7knsP2n5w
Mile Ho Tum - Reprise Version | Neha Kakkar | Tony Kakkar | Fever | Gaurav Jang,1299274,2019/01/16,139.0,,61.0,N2-HsIYd0Go
Ricky Martin - La Mordidita (Official Video) ft. Yotuel,2892799,2016/12/31,33.0,,114.0,lBztnahrOFw
Shakira - Can't Remember to Forget You (Official Video) ft. Rihanna,21402026,2014/01/31,1.0,3.0,107.0,o3mP3mJDL2k
Maluma - El Perdedor (Official Video),3487848,2016/05/18,12.0,,72.0,PJniSb91tvo
Evanescence - Bring Me To Life (Official HD Music Video),1118338,2023/06/21,96.0,,6.0,3YxaaGgTQYM
OMI - Cheerleader (Felix Jaehn Remix) (Official Video) [Ultra Records],2589113,2015/12/24,13.0,,76.0,jGflUbPQfW8
Cyndi Lauper - Girls Just Want To Have Fun (Official Video),1087072,2017/12/31,172.0,,2.0,PIb6AZdTr-A
Auli'i Cravalho - How Far I'll Go (from Moana/Official Video),1778434,2017/03/11,84.0,,59.0,cPAbx5kgCJo
"DILBAR Lyrical | Satyameva Jayate |John Abraham, Nora Fatehi,Tanishk B, Neha Kakkar,Dhvani, Ikka",5702132,2018/07/26,8.0,,103.0,JFcgOboQZ08
Pitbull - Rain Over Me ft. Marc Anthony,4349849,2011/07/23,1.0,2.0,140.0,SmM0653YvXU
Zion & Lennox ft. J Balvin - Otra Vez (Video Oficial),4355966,2016/12/24,14.0,,51.0,6R5i6wQCOCQ
Paulo Londra ft Lenny Tavarez - Nena Maldicion (Official Video),4079277,2018/06/16,11.0,,61.0,bX3S-_jUauc
KAROL G - BICHOTA (Official Video),13108656,2020/12/11,1.0,5.0,84.0,QaXhVryxVBk
Clean Bandit - Symphony (feat. Zara Larsson) [Official Video],4408034,2017/06/10,21.0,,53.0,aatr_2MstrI
Billie Eilish - bad guy (Official Music Video),7854149,2019/03/30,4.0,,76.0,DyDfgMOUjCI
"Skrillex and Diplo - ""Where Are Ü Now"" with Justin Bieber (Official Video)",3315563,2015/06/29,8.0,,96.0,nntGTK2Fhb0
BTS (방탄소년단) 'IDOL' Official MV,43542569,2018/08/24,1.0,1.0,96.0,pBuZEGYXA6E
BLACKPINK - 'How You Like That' M/V,68052890,2020/06/26,1.0,2.0,72.0,ioNng23DkIM
Osito Gominola - Full Spanish Version - The Gummy Bear Song,6648244,2018/08/28,3.0,1.0,88.0,w7w59Zp8bEM
BTS (방탄소년단) 'FAKE LOVE' Official MV,32995404,2018/05/18,1.0,1.0,53.0,7C2z4GqqS5E
Migos - Bad and Boujee ft Lil Uzi Vert [Official Video],3842971,2017/02/04,17.0,,57.0,S-sJp1FfG7Q
Lady Gaga - Poker Face (Official Music Video),970861,2020/12/20,16.0,,12.0,bESGLojNYSo
Paulo Londra - Adan y Eva (Official Video),6238023,2019/01/16,5.0,,45.0,aSjflT_J0Xo
Shawn Mendes - There's Nothing Holdin' Me Back (Official Music Video),6740201,2017/06/21,27.0,,48.0,dT2owtxkU8k
Naughty Boy - La la la ft. Sam Smith (Official Video),1567457,2013/10/05,5.0,,149.0,3O1_3zBUKM8
Los Ángeles Azules - Mis Sentimientos ft. Ximena Sariñana (Live),2034648,2018/12/31,114.0,,8.0,BokdSWC2R68
XXXTENTACION - SAD!,14060128,2018/06/19,5.0,,54.0,pgN-vvVVxMA
Pharrell Williams - Happy (Video),1466885,2018/03/17,157.0,,6.0,ZbZSe6N_BXs
Sean Paul - No Lie ft. Dua Lipa,1860170,2017/01/14,77.0,,59.0,GzU8KqOY8YA
"SIMMBA: Aankh Marey Lyrical | Ranveer Singh, Sara Ali Khan | Tanishk Bagchi, Mika Singh,Neha,Kumar S",7136574,2019/01/20,5.0,,75.0,vu5-aKf_QqA
J Balvin - 6 AM ft. Farruko,1494052,2015/12/31,31.0,,166.0,yUV9JwiQLog
MC Kevinho - Olha a Explosão (KondZilla) | Official Music Video,3936743,2017/10/29,27.0,,46.0,3yd_eoMOvqk
The Police - Every Breath You Take (Official Music Video),667634,2023/08/04,194.0,,3.0,OMOGaugKpzs
Ricardo Arjona - Fuiste tú feat. Gaby Moreno (Video Oficial),792117,2023/05/27,,,,I9cCPQVPv8o
Sean Kingston - Beautiful Girls (Official HD Video),1027462,2020/10/30,135.0,,27.0,MrTz5xjmso4
Chino & Nacho - Me Voy Enamorando ft. Farruko (Remix) (Official Music Video),1846753,2015/12/31,32.0,,65.0,0yr75-gxVtM
Guru Randhawa: High Rated Gabru Official Song | DirectorGifty | Bhushan Kumar | T-Series,2786975,2017/07/04,47.0,,83.0,hjWf8A0YNSE
Lil Nas X - Old Town Road (Official Video) ft. Billy Ray Cyrus,2803253,2019/12/10,14.0,,125.0,r7qovpFAGrQ
Katy Perry - Hot N Cold (Official Music Video),1174353,2017/06/24,72.0,,92.0,kTHNpusq654
Marc Anthony - Vivir Mi Vida (Official Video),2524955,2017/12/31,21.0,,111.0,YXnjy5YlDwk
Sam Smith - Stay With Me (Official Music Video),3026710,2015/02/09,13.0,,107.0,pB-5XG-DbAA
R.E.M. - Losing My Religion (Official Music Video),887996,2016/12/10,179.0,,1.0,xwtdhWltSIg
ZAYN - PILLOWTALK,11471589,2016/01/29,2.0,1.0,34.0,C_3d6GntKbk
Romeo Santos - Eres Mía,1765954,2014/07/21,10.0,,102.0,8iPcqtHoR3U
Miley Cyrus - Wrecking Ball (Official Video),26132100,2013/09/10,1.0,11.0,61.0,My2FRPA3Gf8
Europe - The Final Countdown (Official Video),867585,2017/12/31,,,,9jK-NcRmVcw
"Cham Cham Full Video | BAAGHI | Tiger Shroff, Shraddha Kapoor| Meet Bros, Monali Thakur| Sabbir Khan",1135080,2020/07/02,96.0,,30.0,f6vY6tYvKGA
Justin Timberlake - Mirrors (Official Video),2776631,2013/03/21,4.0,,106.0,uuZE_IRwLNI
Ariana Grande - Break Free ft. Zedd,4077842,2014/08/13,6.0,,110.0,L8eRzOYhLuw
"DJ Snake, Lil Jon - Turn Down for What",1442495,2015/12/31,17.0,,129.0,HMUDVMiITOU
Harry Styles - Sign of the Times (Official Video),4686260,2017/05/08,70.0,,42.0,qN4ooNx77u0
"David Guetta - Play Hard ft. Ne-Yo, Akon (Official Video)",1754854,2013/04/24,9.0,,175.0,5dbEhBKGOtY
Audioslave - Like a Stone (Official Video),3788658,2017/05/18,175.0,,1.0,7QU1nvuxaMA
Ariana Grande - no tears left to cry (Official Video),16086239,2018/04/20,4.0,,42.0,ffxKSjUwKdU
Lil Pump - Gucci Gang [Official Music Video],7790677,2017/11/18,7.0,,36.0,4LfJnj66HVQ
Bruno Mars - Grenade (Official Music Video),1697988,2011/02/19,1.0,4.0,60.0,SR6iYWJxHqs
Melendi - Destino o Casualidad ft. Ha*Ash,1592000,2017/10/27,87.0,,38.0,D9W4DLjmoOM
Maluma - Borro Cassette (Official Video),2441836,2016/12/24,31.0,,83.0,Xk0wdDTTPA0
Coldplay - The Scientist (Official 4K Video),1855728,2023/06/22,160.0,,1.0,RB-RcX5DS5A
Travis Scott - SICKO MODE ft. Drake,5106265,2018/10/19,9.0,,80.0,6ONRf7h3Mdk
The Weeknd - I Feel It Coming ft. Daft Punk (Official Video),6712393,2017/03/10,16.0,,24.0,qFLhGq0060w
Justin Bieber - Never Say Never ft. Jaden,1090018,2010/06/02,4.0,,95.0,_Z5-P9v3F8w
Bebe Rexha - Meant to Be (feat. Florida Georgia Line) [Official Music Video],3520221,2018/03/16,20.0,,52.0,zDo0H8Fm7d0
Akon - Smack That (Official Music Video) ft. Eminem,797202,2020/12/31,185.0,,4.0,bKDdT_nyP54
Michel Teló - Ai Se Eu Te Pego -  Video Oficial (Assim você me mata),2981383,2012/03/03,1.0,10.0,101.0,hcm55lU9knw
Marshmello & Anne-Marie - FRIENDS (Lyric Video) *OFFICIAL FRIENDZONE ANTHEM*,2527931,2018/04/21,43.0,,51.0,CY8E6N5Nzec
Marshmello ft. Bastille - Happier (Official Music Video),3258876,2019/03/30,18.0,,102.0,m7Bc3pLyij0
Iggy Azalea - Fancy ft. Charli XCX,2411123,2014/07/15,4.0,,104.0,O-zpOMYRi0w
"KAROL G, Anuel AA - Culpables (Official Video)",10468355,2018/09/15,1.0,1.0,42.0,xfdG6vwIGGU
Dynoro & Gigi D’Agostino - In My Mind,4239811,2018/11/10,37.0,,99.0,W9P_qUnMaFg
Post Malone ft. 21 Savage - rockstar (Official Music Video),7719373,2017/11/22,7.0,,27.0,UceaB4D0jpo
"J Balvin - Safari ft. Pharrell Williams, BIA, Sky (Official Video)",5661733,2016/12/31,14.0,,42.0,JWESLtAKKlU
George Michael - Careless Whisper (Official Video),9414786,2016/12/26,19.0,,15.0,izGwDsrQ1eQ
Pharrell Williams - Happy (Official Music Video),972793,2013/11/22,67.0,,5.0,y6Sxv-sUYtM
Alan Walker - The Spectre,2422052,2017/11/28,55.0,,33.0,wJnBTPUQS5A
Avicii - Waiting For Love,4387985,2018/04/20,35.0,,44.0,cHHLHGNpCSA
Ylvis - The Fox (What Does The Fox Say?) [Official music video HD],4660161,2013/10/11,1.0,3.0,62.0,jofNR_WkoCE
FILHALL | Akshay Kumar Ft Nupur Sanon | BPraak | Jaani | Arvindr Khaira | Ammy Virk | DESI MELODIES,19991135,2019/11/10,1.0,4.0,46.0,hMy5za-m5Ew
Travesuras - Nicky Jam | Video Oficial,2443974,2016/12/10,79.0,,82.0,OxxggwHFj7M
"DJ Khaled - Wild Thoughts (Official Video) ft. Rihanna, Bryson Tiller",8300051,2017/06/16,6.0,,27.0,fyaI4-5849w
Bon Jovi - Livin' On A Prayer,676267,2019/01/16,,,,lDK9QqIzhwk
Nicki Minaj - Anaconda,20653481,2014/08/20,1.0,6.0,60.0,LDZX4ooRsWs
Cardi B - Bodak Yellow [OFFICIAL MUSIC VIDEO],4191499,2017/09/30,18.0,,42.0,PEGccV-NOm8
DJ Snake ft. Justin Bieber - Let Me Love You [Lyric Video],3864548,2016/10/08,12.0,,31.0,SMs0GnYze34
Rihanna - Stay ft. Mikky Ekko,7421675,2013/02/13,2.0,1.0,135.0,JF8BRvqGCNs
Paulo Londra - Tal Vez (Official Video),4613141,2019/04/04,11.0,,77.0,NPpELzyP4rw
XXXTENTACION - MOONLIGHT (OFFICIAL MUSIC VIDEO),10196880,2018/10/01,7.0,,43.0,GX8Hg6kWQYI
Enrique Iglesias - DUELE EL CORAZON ft. Wisin,3628082,2016/07/23,5.0,,62.0,xFutjZEBTXs
Red Hot Chili Peppers - Californication (Official Music Video) [HD UPGRADE],1104988,2020/12/20,,,,YlUKcNNmywk
BAD BUNNY - AMORFODA (Video Oficial),14730659,2018/02/15,1.0,1.0,18.0,kLpH1nSLJSs
Fun.: We Are Young ft. Janelle Monáe [OFFICIAL VIDEO],524645,2020/01/16,,,,Sv6dMFF_yts
Imagine Dragons - Demons (Official Music Video),687866,2016/05/27,36.0,,99.0,mWRsgZuwf_8
Rihanna - We Found Love ft. Calvin Harris,2498800,2011/10/20,2.0,2.0,191.0,tg00YEETFzg
Saad Lamjarred - LM3ALLEM (Exclusive Music Video) |  (سعد لمجرد - لمعلم (فيديو كليب حصري,1472353,2015/06/14,19.0,,61.0,_Fwf45pIAtM
Tove Lo - Habits (Stay High) - Hippie Sabotage Remix,1030352,2015/01/31,32.0,,93.0,SYM-RJwSGQ8
"Tainy, Anuel AA, Ozuna - Adicto (Official Video)",5145170,2019/08/22,2.0,1.0,49.0,58u-zkDLNPg
"Pitbull - Give Me Everything ft. Ne-Yo, Afrojack, Nayer",1535725,2011/06/09,4.0,,68.0,EPo5wWmKEaI
BAD BUNNY - CALLAÍTA (Video Oficial),4706179,2019/06/22,6.0,,82.0,acEOASYioGY
"Diles - Bad Bunny, Ozuna, Farruko, Arcangel, Ñengo Flow",2284128,2017/01/21,45.0,,33.0,UWV41yEiGq0
CantaJuego - El Baile del Gorila,1806253,2021/07/21,38.0,,96.0,d80h0xmEjbI
"Maluma - Cuatro Babys (Official Video) ft. Trap Capos, Noriel, Bryant Myers, Juhn",5405810,2016/12/24,6.0,,43.0,OXq-JP8w5H4
Camila Cabello - Havana ft. Young Thug,12936892,2017/10/28,1.0,1.0,27.0,BQ0mxQXmLsk
Justin Bieber - Beauty And A Beat (Official Music Video) ft. Nicki Minaj,8190393,2012/10/13,2.0,2.0,142.0,Ys7-6_t7OEQ
David Guetta & Showtek - Bad ft.Vassy (Lyrics Video),1243962,2014/12/31,18.0,,105.0,oC-GflRB0y4
Vaina Loca - Ozuna x Manuel Turizo (Video Oficial),8268534,2018/09/08,3.0,3.0,38.0,bx-fuY7LpSU
Guru Randhawa: Lahore (Official Video) Bhushan Kumar | Vee | DirectorGifty | T-Series,4599953,2017/12/14,18.0,,37.0,dZ0fwJojhrs
Maluma - Sin Contrato (Official Video),4274665,2016/12/31,17.0,,50.0,9xByMBYDRmY
Maroon 5 - One More Night (Official Music Video),1116537,2012/11/10,8.0,,138.0,fwK7ggA3-bU
"Reik - Me Niego ft. Ozuna, Wisin",9997315,2018/03/09,4.0,,42.0,JyqD_zfXfi8
Indila - Dernière Danse (Clip Officiel),806629,2014/03/01,23.0,,64.0,K5KAc5CoCuk
"Bella, Wolfine - Video Oficial",6686171,2018/04/28,7.0,,39.0,jjuSfhYiup8
Daru Badnaam | Kamal Kahlon & Param Singh | Official Video | Pratik Studio | Latest Punjabi Songs,1229604,2018/10/15,131.0,,4.0,bzW9fmwcmG4
Scorpions - Wind Of Change (Official Music Video),779309,2018/08/04,,,,n4RjJKxsamQ
"Black Eyed Peas, J Balvin - RITMO (Bad Boys For Life) (Official Music Video)",10617660,2019/10/19,1.0,1.0,52.0,EzKkl64rRbM
"6ix9ine - FEFE ft. Nicki Minaj, Murda Beatz",12768372,2018/07/24,1.0,1.0,40.0,V_MXGdSBbAI
Post Malone - White Iverson,1295034,2017/10/29,107.0,,40.0,SLsTskih7_I
Thalia - Desde Esa Noche (Premio Lo Nuestro 2016) ft. Maluma,2258395,2016/10/29,56.0,,56.0,6C_s56iscpQ
One Direction - Drag Me Down (Official Video),9773044,2015/08/21,2.0,1.0,54.0,Jwgf3wmiA04
MACKLEMORE & RYAN LEWIS - CAN'T HOLD US FEAT. RAY DALTON (OFFICIAL MUSIC VIDEO),1400919,2013/04/17,7.0,,68.0,2zNSgSzhBfM
"Cali Y El Dandee - Por Fin Te Encontré ft. Juan Magan, Sebastian Yatra (Video Oficiel)",1892275,2016/12/31,33.0,,74.0,_kxz7WX4mLU
No Doubt - Don't Speak (Official 4K Music Video),765984,2018/01/15,,,,TR3Vdo5etCQ
Michael Jackson - They Don’t Care About Us (Brazil Version) (Official Video),1260652,2019/01/16,,,,QNJL6nfu__Q
Major Lazer - Cold Water (feat. Justin Bieber & MØ) (Official Lyric Video),5277371,2016/09/10,2.0,2.0,41.0,a59gmGkq_pw
BAD BUNNY - SOY PEOR (Video Oficial),2322198,2017/03/25,42.0,,43.0,ws00k_lIQ9U
Post Malone - Psycho ft. Ty Dolla $ign,4172648,2018/06/01,8.0,,41.0,au2n7VVGv_c
Bruno Mars - Locked Out Of Heaven (Official Music Video),1266648,2012/12/15,6.0,,81.0,e-fA-gBCkj0
Maluma - Hawái (Official Video),8000945,2020/09/02,1.0,3.0,42.0,pK060iUFWXg
Hoobastank - The Reason (Official Music Video),587152,2018/09/28,,,,fV4DiAyExN0
will.i.am - Scream & Shout ft. Britney Spears,3312484,2012/12/01,2.0,1.0,103.0,kYtGl1dX5qI
Amy Winehouse - Back To Black,1355880,2011/07/23,11.0,,16.0,TJAfLE39ZZ8
Marshmello & Anne-Marie - FRIENDS (Music Video) *OFFICIAL FRIENDZONE ANTHEM*,2635070,2018/04/07,27.0,,45.0,jzD_yyEcp0M
"Karol G, Bad Bunny - Ahora Me Llama (Official Video)",4576005,2017/08/18,11.0,,29.0,4NNRy_Wz16k
"David Guetta, Bebe Rexha & J Balvin - Say My Name (Official Video)",6124275,2018/12/22,5.0,,43.0,ft4jcPSLJfY
Akon - Lonely (Official Music Video),881449,2022/09/30,113.0,,11.0,6EEW-9NDM5k
Calum Scott - You Are The Reason (Official Video),2026814,2019/01/16,100.0,,25.0,ShZ978fBl6Y
Bonnie Tyler - Total Eclipse of the Heart (Turn Around) (Official Video),1742662,2017/08/21,,,,lcOxhH8N3Bo
Ariana Grande - Into You (Official Video),4606076,2016/05/24,14.0,,38.0,1ekZEVeXwek
Bom Diggy Diggy  (VIDEO) | Zack Knight | Jasmin Walia | Sonu Ke Titu Ki Sweety,3939123,2018/03/01,14.0,,24.0,yIIGQB6EMAM
Chatak Matak (Official Video) | Sapna Choudhary | Renuka Panwar | New Haryanvi Songs Haryanavi 2023,5387459,2021/03/29,5.0,,82.0,s9AICwTKgOg
"HA-ASH - Perdón, Perdón (Primera Fila - Hecho Realidad [En Vivo])",650080,2015/12/15,102.0,,66.0,_wL3Pc-EmjA
"Nacho, Yandel, Bad Bunny - Báilame (Remix)",6449131,2017/09/16,8.0,,26.0,T7VewKI44rQ
John Newman - Love Me Again,597373,2014/12/31,37.0,,117.0,CfihYWRWRTQ
JESSE & JOY,612820,2020/08/09,15.0,,71.0,P2hM9CLAMu4
Willy William - Ego (Clip Officiel),1089189,2017/12/09,114.0,,21.0,iOxzG3jjFkY
Stromae - papaoutai (Official Video),713200,2013/11/02,21.0,,76.0,oiKj0Z_Xnjc
J Balvin - Si Tu Novio Te Deja Sola ft. Bad Bunny (Official Video),6107022,2017/03/04,11.0,,35.0,Km4BayZykwE
Ozuna - Síguelo Bailando (Video Oficial),5882050,2018/02/03,9.0,,36.0,Dvpd9_5vuks
Shakira - Perro Fiel (Official Video) ft. Nicky Jam,6812022,2017/09/16,12.0,,25.0,SHq2qrFUlGY
Katy Perry - Wide Awake (Official Video),2640011,2012/06/23,1.0,1.0,151.0,k0BWlvnBmIE
LMFAO - Sexy and I Know It,3491344,2011/11/05,1.0,9.0,32.0,wyx6JDQCslE
Little Mix - Black Magic (Official Video),1563394,2015/05/29,48.0,,31.0,MkElfR_NPBI
Nicki Minaj - Super Bass,3597837,2011/05/07,2.0,3.0,111.0,4JipHEz53sU
"KAROL G, Mariah Angeliq - EL MAKINON (Official Video)",4871782,2021/05/14,4.0,,89.0,2jYEz66J_J4
Ayo & Teo - Rolex (Official Video),1936849,2017/12/09,51.0,,53.0,lwk5OUII9Vc
Michael Jackson - Beat It (Official 4K Video),1217640,2022/07/10,,,,oRdxUFDoQe0
The Black Eyed Peas - Where Is The Love? (Official Music Video),749692,2020/12/09,,,,WpYeekQkAdc
Foster The People - Pumped Up Kicks (Official Video),653481,2018/08/30,16.0,,29.0,SDTZ7iX4vTQ
R. City - Locked Away ft. Adam Levine,4704092,2015/10/29,6.0,,42.0,6GUm5g8SG4o
Rihanna - What's My Name? ft. Drake,4038508,2010/11/14,1.0,7.0,39.0,U0CGsw6h60k
Katy Perry - The One That Got Away (Official Music Video),3549686,2011/11/12,2.0,1.0,54.0,Ahha3Cqe_fk
Clean Bandit - Solo (feat. Demi Lovato) [Official Video],3541108,2018/09/15,20.0,,43.0,8JnfIa84TnU
"Arcángel, Sech - Sigues Con Él (Video Oficial)",3628967,2020/03/07,9.0,,55.0,VRUjdlCynU0
"Tujh Mein Rab Dikhta Hai Song | Rab Ne Bana Di Jodi | Shah Rukh Khan, Anushka Sharma | Roop Kumar",1339536,2022/07/06,52.0,,38.0,qoq8B8ThgEM
One Direction - Story of My Life,14830168,2013/11/04,1.0,1.0,77.0,W-TE_Ys4iwM
Ricardo Arjona - Historia De Taxi  (Video),932940,2023/06/24,150.0,,5.0,-apU2sviHCM
Ariana Grande - Focus,9873922,2015/10/30,2.0,1.0,61.0,lf_wVfwpfp8
Ozuna - El Farsante (Audio Oficial) | Odisea,4599675,2017/09/02,15.0,,49.0,6DRkf3kZMXw
Coldplay - Yellow (Official Video),3049224,2022/07/14,98.0,,25.0,yKNxeF4KMsY
AC/DC - Back In Black (Official Video),647112,2017/11/18,,,,pAgnJDJN4VA
JoJo Siwa - BOOMERANG (Official Video),1630753,2017/12/02,90.0,,48.0,ypPSrRYOAj4
Maroon 5 - Memories (Official Video),8262814,2019/12/11,1.0,1.0,50.0,SlPhMPnQ58k
Sebastián Yatra - No Hay Nadie Más (Official Video),6041481,2018/01/26,12.0,,41.0,sD9_l3oDOag
"Bum Bum Bole (Full Song) Film - Taare Zameen Par |  Shaan, Aamir Khan",1208190,2020/06/04,72.0,,61.0,NJ1NIIdHhXs
Eminem - When I'm Gone (Official Music Video),846864,2022/07/12,82.0,,15.0,1wYNFfgrXTI
"Mike WiLL Made-It - 23 (Explicit) ft. Miley Cyrus, Wiz Khalifa, Juicy J",7699146,2013/09/25,3.0,1.0,103.0,bbEoRnaOIbs
JENNIE - 'SOLO' M/V,13559585,2018/11/13,3.0,1.0,40.0,b73BI9eUkjM
Bon Jovi - Always (Official Music Video),532996,2017/10/21,,,,9BMwcO6_hyA
The Verve - Bitter Sweet Symphony,936493,2021/06/05,120.0,,12.0,1lyu1KKwC74
Rihanna - Umbrella (Orange Version) (Official Music Video) ft. JAY-Z,738218,2023/02/18,181.0,,2.0,CvBfHwUxHIk
Jason Derulo - Wiggle feat. Snoop Dogg [Official Music Video],2897748,2014/06/27,2.0,3.0,86.0,hiP14ED28CA
Daddy Yankee - Que Tire Pa' 'Lante (Video Oficial),8278962,2019/11/08,1.0,1.0,44.0,fAgvmh1jaCE
"Full Song: KHAIRIYAT (BONUS TRACK) | CHHICHHORE | Sushant, Shraddha | Pritam, Amitabh B|Arijit Singh",3423143,2020/06/30,11.0,,55.0,hoNb6HuNmU0
Badshah,14771001,2020/04/01,1.0,2.0,53.0,SD4Z8dlZPd8
Miley Cyrus - We Can't Stop (Official Video),9247589,2013/06/20,1.0,6.0,128.0,LrUvu1mlWco
"Mau y Ricky, Manuel Turizo, Camilo - Desconocidos (Official Video)",4389009,2019/01/25,11.0,,47.0,8avC3hHNeSE
Don Omar - Taboo,1027848,2022/07/10,20.0,,23.0,lRWqYR3e7xE
Leja Re | Dhvani Bhanushali | Tanishk Bagchi | Rashmi Virag |Radhika Rao| Vinay Sapru | Siddharth,4608895,2018/12/25,9.0,,43.0,NNqLB7znMLU
"Sebastián Yatra, Mau y Ricky - Ya No Tiene Novio (Official Video)",8408226,2018/08/12,2.0,1.0,40.0,-qGbUNQqVNc
Dil Laga Liya - Full Video | Dil Hai Tumhaara | Preity & Arjun Rampal | Alka Yagnik & Udit Narayan,656662,2021/11/10,144.0,,68.0,6qBdQzPnw4E
"#Video - #Rap Song - हैलो कौन - #Ritesh Pandey,Sneh Upadhya - Hello Koun - New Bhojpuri Song 2023",6244619,2019/12/31,1.0,2.0,48.0,0hGGaVCCqPk
Khalid - Better (Official Video),4089609,2018/11/29,7.0,,51.0,x3bfa3DZ8JM
"La Adictiva Banda San José de Mesillas - Después de Ti, ¿Quién? (Video Oficial)",1030117,2015/12/31,65.0,,54.0,YWu9mB6X9Oc
Katy Perry - Part Of Me (Official),4214347,2012/03/24,1.0,1.0,70.0,uuwfgXD8qV8
Sia - Cheap Thrills (Performance Edit),1378301,2016/04/19,41.0,,30.0,31crA53Dgu0
Miley Cyrus - Party In The U.S.A. (Official Video),2521320,2022/07/15,2.0,7.0,71.0,M11SvDtPBhA
"Swag Se Swagat Song | Tiger Zinda Hai | Salman Khan, Katrina Kaif | Vishal - Shekhar, Neha B, Irshad",11072556,2017/11/21,11.0,,43.0,xmU0s2QtaEY
BTS (방탄소년단) '피 땀 눈물 (Blood Sweat & Tears)' Official MV,4127911,2016/10/09,18.0,,8.0,hmE9f-TEutc
Rae Sremmurd - Black Beatles ft. Gucci Mane (Official Video),5852734,2016/12/03,3.0,1.0,33.0,b8m9zhNAgKs
Evanescence - My Immortal (Official HD Music Video),463019,2017/07/21,,,,5anLPw0Efmo
Swedish House Mafia ft. John Martin - Don't You Worry Child (Official Video),973086,2012/09/16,8.0,,69.0,1y6smkh6c-0
Disturbed  - The Sound Of Silence (Official Music Video) [4K UPGRADE],835139,2019/01/19,180.0,,6.0,u9Dg-g7t2l4
"Tainy, J. Balvin - Agua (Music From ""Sponge On The Run"" Movie)",8177301,2020/07/26,1.0,2.0,44.0,QLz9VaksClg
Michael Jackson - Thriller (Official 4K Video),1469680,2020/10/31,88.0,,5.0,sOnqjkJTMaA
Nelly Furtado - Say It Right (Official Music Video),657371,2022/03/12,197.0,,2.0,6JnGBs88sL0
"Kala Chashma | Baar Baar Dekho | Sidharth M Katrina K | Prem, Hardeep, Badshah, Kam, Neha, Indeep",4610027,2016/07/27,14.0,,24.0,k4yXQkG2s1E
Survivor - Eye Of The Tiger (Official HD Video),591155,2017/12/31,,,,btPJPFnesV4
"SIMMBA: Aankh Marey | Ranveer Singh, Sara Ali Khan | Tanishk Bagchi,Mika Singh,Neha Kakkar,  Kumar S",17960766,2018/12/06,1.0,2.0,33.0,_KhQT-LGb-4
Soltera Remix - Lunay X Daddy Yankee X Bad Bunny ( Video Oficial ),7539900,2019/05/18,3.0,1.0,44.0,8zQTfGbyY5I
Beyoncé - Single Ladies (Put a Ring on It) (Video Version),445746,2015/05/23,48.0,,24.0,4m1EFMoRFvY
Juice WRLD - Lucid Dreams (Directed by Cole Bennett),5171005,2019/12/09,16.0,,25.0,mzB1VGEGcSU
Aya Nakamura - Djadja (Clip officiel),1730040,2018/11/10,39.0,,49.0,iPGgnzc34tY
Lorde - Royals (US Version),1904173,2014/01/27,4.0,,98.0,nlcIKh6sBtc
Khalid - Young Dumb & Broke (Official Video),2869566,2017/12/31,42.0,,35.0,IPfJnp1guPc
Kendrick Lamar - HUMBLE.,7917775,2017/03/31,7.0,,35.0,tvTRZJ-4EyI
Toto - Africa (Official HD Video),1115643,2019/01/16,,,,FTQbiNvZqaY
"Phir Bhi Tumko Chaahunga - Full Song | Arijit Singh | Arjun K & Shraddha K | Mithoon , Manoj M",1010538,2018/07/26,194.0,,2.0,_iktURk0X-A
Zé Neto e Cristiano - LARGADO ÀS TRAÇAS - Zé Neto e Cristiano Acústico,4694565,2018/12/25,23.0,,37.0,WcTRQXtXJPs
LISA - 'MONEY' EXCLUSIVE PERFORMANCE VIDEO,13606022,2021/09/24,2.0,2.0,88.0,dNCWe_6HAM8
Rihanna - Man Down,3227295,2011/06/03,2.0,1.0,57.0,sEhy-RXkNo0
"Any Gabrielly - Saber Quem Sou (De ""Moana"")",2628979,2023/01/06,13.0,,70.0,mUVUmG9vOFw
Maroon 5 - Girls Like You ft. Cardi B (Volume 2) (Official Music Video),7398212,2018/11/10,35.0,,63.0,cBVGlBWQzuc
