spotify_id,song_name,artist_name,popularity,duration_ms,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,time_signature
0yIywEquxORnu1dR0WYsdN,Love Me,Justin Bieber,71,191573,0.729,0.868,3,-3.319,1,0.0609,0.00939,0.0,0.283,0.632,124.957,4
3A7qX2QjDlPnazUsRk5y0M,2U (feat. Justin Bieber),David Guetta,68,194897,0.548,0.65,8,-5.827,0,0.0591,0.219,0.0,0.225,0.557,144.937,4
0yvPEnB032fojLfVluFjUv,Sorry Not Sorry,Demi Lovato,77,203760,0.706,0.643,11,-6.929,0,0.234,0.0242,0.0,0.262,0.885,143.931,4
1CdM0jOwHOvO1kREj87vQf,Happy Happy,Nacho,48,185360,0.795,0.791,6,-5.252,0,0.168,0.481,0.0,0.224,0.894,96.039,4
3NqbKUOgaU2LgIFRbu4B12,Éxtasis,Millonario & W. Corona,74,289013,0.937,0.791,0,-5.242,1,0.087,0.0205,0.000234,0.0433,0.974,119.965,4
2IViAyalheAvrT9ErMCABT,EL BARCO,KAROL G,59,203933,0.852,0.852,8,-3.476,0,0.0444,0.574,0.000103,0.326,0.881,143.952,4
5xdVqHtFS0eLuNp4Z8Wbpa,Good For You,Selena Gomez,69,221280,0.607,0.673,5,-6.484,0,0.0611,0.181,0.0,0.069,0.215,88.952,4
1zfS3EZFRA6oTSu49VFaGW,Tum Tum,Thaman S,57,228568,0.741,0.761,8,-5.414,1,0.141,0.756,0.00062,0.124,0.907,147.036,3
5d8Wq39QLT6OQWsY9paz5n,Zombie,Bad Wolves,76,254805,0.449,0.826,2,-3.244,0,0.0316,0.00765,0.0,0.117,0.19,77.079,4
5YTMV11r6H8eeKuHghbBql,Te Quiero Pa´Mi,Don Omar,68,212027,0.765,0.816,1,-3.99,1,0.0595,0.124,8.06e-05,0.197,0.624,89.005,4
4Oun2ylbjFKMPTiaSbbCih,WAP (feat. Megan Thee Stallion),Cardi B,80,187541,0.935,0.454,1,-7.509,1,0.375,0.0194,0.0,0.0824,0.357,133.073,4
6AtZLIzUINvExIUy4QhdjP,I Knew You Were Trouble (Taylor's Version),Taylor Swift,80,219760,0.584,0.557,6,-6.371,1,0.0342,0.0129,0.0,0.0576,0.767,154.008,4
1iZLpuGMr4tn1F5bZu32Kb,Bijlee Bijlee,Harrdy Sandhu,73,168450,0.795,0.67,1,-5.313,0,0.143,0.269,0.0,0.0733,0.643,100.004,4
3wmI2n0Whs6kg4MT8jFRU1,Teri Aankhon Mein,Darshan Raval,65,261758,0.517,0.623,4,-6.812,1,0.0884,0.419,0.0,0.146,0.456,160.085,3
5lWSa1rmuSL6OBPOnkAqoa,Rasputin,Boney M.,71,220667,0.69,0.752,6,-11.47,0,0.0455,0.463,0.00102,0.595,0.97,126.005,4
1PAgmT6YqGhd6zT9kN9gIo,Hero,Enrique Iglesias,71,264240,0.346,0.641,7,-5.627,1,0.0504,0.136,8.4e-06,0.108,0.159,77.281,4
2BOqDYLOJBiMOXShCV1neZ,Dancing On My Own,Calum Scott,83,260285,0.681,0.174,1,-8.745,1,0.0315,0.837,3.35e-05,0.0983,0.231,112.672,4
6Ozh9Ok6h4Oi1wUSLtBseN,BOP,DaBaby,78,159715,0.769,0.787,11,-3.909,1,0.367,0.189,0.0,0.129,0.836,126.77,4
7vGuf3Y35N4wmASOKLUVVU,Silence,Marshmello,84,180823,0.52,0.761,4,-3.093,1,0.0853,0.256,4.96e-06,0.17,0.286,141.971,4
4yBiZFLXn0n9AUJ5sWO88k,Wonderwall,Oasis,64,258717,0.402,0.845,2,-6.459,1,0.0319,0.000676,0.0,0.158,0.686,174.727,4
0jv4qem3hOqUuC6TroAx0y,The Hook Up Song,Kumaar,22,213947,0.846,0.786,1,-4.607,1,0.0518,0.13,0.000364,0.0835,0.523,106.022,4
4lJNen4SMTIJMahALc3DcB,"Thunderclouds (feat. Sia, Diplo, and Labrinth)",Sia,74,187027,0.69,0.714,7,-5.948,1,0.0338,0.0077,7.23e-05,0.191,0.489,112.009,4
1NCuYqMc8hKMb4cpNTcJbD,Another Day in Paradise - 2016 Remaster,Phil Collins,78,322133,0.78,0.565,3,-7.32,0,0.0306,0.736,0.00269,0.063,0.365,101.967,4
6fScgF2Y63ScU73nYju0ny,O Saathi,Atif Aslam,76,251819,0.481,0.496,8,-7.421,1,0.0262,0.588,0.0,0.132,0.453,89.839,4
43tDjfz9Inw7Soy0jzxowN,Status Que Eu Não Queria - Ao Vivo,Zé Neto & Cristiano,67,153934,0.58,0.871,4,-4.052,1,0.209,0.59,0.0,0.564,0.911,117.622,4
0Id2IzhR3w50aP2PHfMUE3,Nira Ishq,Guri,68,181515,0.703,0.609,11,-7.3,0,0.0444,0.111,0.0,0.0515,0.696,89.929,4
3dgQqOiQ9fCKVhNOedd2lf,Started From the Bottom,Drake,69,174120,0.794,0.523,8,-7.829,1,0.161,0.0331,0.0,0.156,0.56,86.307,4
3DamFFqW32WihKkTVlwTYQ,Fireflies,Owl City,80,228347,0.512,0.662,3,-6.797,1,0.0439,0.0275,0.0,0.118,0.472,180.114,4
18uwL0vNUanqZH0ro2QcOP,comethru,Jeremy Zucker,79,181613,0.795,0.178,0,-11.991,1,0.0574,0.607,0.0,0.623,0.608,93.982,4
51tUT1gHE30GQPhn1agudM,Hideaway,Kiesza,67,251987,0.838,0.72,7,-4.135,0,0.0483,0.0862,0.00696,0.0772,0.203,122.993,4
2EzRdhuoPyNJDlep7lnNf2,Dembow,Danny Ocean,71,215083,0.802,0.744,6,-5.968,1,0.078,0.0807,0.0,0.0917,0.45,99.983,4
4afPClgEItVCEMMdzmJMyb,Misturados / Péssimo Negócio - Ao Vivo,Dilsinho,43,286990,0.443,0.691,2,-8.421,1,0.0413,0.688,8.97e-06,0.978,0.534,151.916,4
0ntQJM78wzOLVeCUAW7Y45,Sex on Fire,Kings of Leon,84,203347,0.542,0.905,9,-5.653,1,0.054,0.00172,0.0104,0.136,0.374,153.398,4
6tuzPD1zPPvwMbGiD0TBay,Fuleragem,MC WM,62,141474,0.808,0.836,8,-2.3,1,0.0506,0.00857,0.00016,0.113,0.755,94.979,4
1A8j067qyiNwQnZT0bzUpZ,This Girl (Kungs Vs. Cookin' On 3 Burners),Kungs,80,195547,0.792,0.717,0,-4.759,0,0.0393,0.0927,3.59e-05,0.226,0.466,121.985,4
4gKhh8GQfRprLBBPc5um6Q,I CAN’T STOP ME (feat. BOYS LIKE GIRLS),TWICE,64,206400,0.654,0.933,10,-3.379,0,0.0479,0.101,0.0,0.459,0.803,149.95,4
3UpS7kBnkVQYG13pDDFTC4,As Long as You Love Me,Backstreet Boys,77,221107,0.804,0.801,0,-4.892,1,0.0305,0.275,3.29e-05,0.215,0.826,98.12,4
65c6VCikt7f5sAS1heoYQC,Same Beef,Bohemia,72,290360,0.779,0.854,9,-4.958,1,0.219,0.0462,0.0,0.21,0.379,91.992,4
39wX7AN4e8RAmDl5Uer4jI,Show Yourself (Originally Performed by Idina Menzel & Evan Rachel Wood from Frozen 2) - Karaoke Version,KaraokePro,0,264307,0.339,0.366,6,-12.271,1,0.0313,0.724,0.876,0.0547,0.0666,123.577,4
4LFwNJWoj74Yd71fIr1W8x,Right Here Waiting,Richard Marx,78,264333,0.395,0.252,0,-13.589,1,0.0301,0.8,0.0,0.101,0.126,177.679,4
23Lyy7ZXRvzfgH4JtDkKrX,No Se Va - EN VIVO,Grupo Frontera,73,194019,0.594,0.527,0,-9.335,1,0.0335,0.121,0.0,0.234,0.692,172.712,4
2PbCyvi2YtrQA2AD9uOwyH,Mujhse Dosti Karoge,Asha Bhosle,50,301610,0.753,0.718,7,-9.931,0,0.0472,0.169,9.01e-05,0.306,0.908,105.911,4
7xoUc6faLbCqZO6fQEYprd,One Last Time,Ariana Grande,85,197267,0.628,0.593,8,-5.036,1,0.0323,0.093,1.65e-06,0.096,0.104,125.026,4
1yJ5fyqBusR7Verj8JGsKV,Miss Independent,Ne-Yo,67,232000,0.668,0.673,1,-5.714,1,0.145,0.48,0.0,0.194,0.727,171.812,4
3rLIv187BhjyweFe89SgLn,Somebody To Love,Justin Bieber,73,220920,0.714,0.833,5,-5.239,1,0.0259,0.00249,0.0,0.298,0.663,129.964,4
3BJe4B8zGnqEdQPMvfVjuS,Summertime Sadness,Lana Del Rey,87,265427,0.565,0.654,1,-6.826,0,0.0335,0.0542,1.8e-06,0.122,0.235,111.968,4
0Snbzbd74RLfL0i4nn1vU5,Favorito,Camilo,64,211613,0.611,0.851,9,-2.982,1,0.0598,0.229,0.0,0.232,0.823,178.032,4
6uBhi9gBXWjanegOb2Phh0,Stay,Zedd,78,210091,0.69,0.622,5,-5.025,0,0.0622,0.253,0.0,0.116,0.544,102.04,4
4fwtP5khM1iEoa6BP1QQsX,Chocolat (feat. Awa Imani),Lartiste,61,235022,0.729,0.679,2,-5.456,0,0.0568,0.0822,0.0,0.1,0.75,108.964,4
3bZtkBjz5osFEcLXsi3Xw0,Sankat Mochan Hanuman Ashtak,Satish Dehra,26,360072,0.508,0.485,6,-11.109,1,0.0317,0.772,0.0,0.13,0.884,97.264,3
6ZANrVuAMp2rpjhfbOuJly,Same Old Love,Selena Gomez,72,229080,0.672,0.593,11,-4.01,0,0.0304,0.0223,0.0,0.214,0.438,98.02,4
2QY6SJXVnBFaqxOZhC1Fuu,Kamli,Pritam,63,235102,0.619,0.925,7,-6.215,0,0.103,0.162,0.0,0.255,0.738,175.117,4
3Y4Hb9pm222fOawpKVZXny,Sinto sua falta / É natural / Pra você acreditar / Pirata e tesouro - Ao vivo,Ferrugem,59,469044,0.498,0.82,2,-5.337,1,0.0398,0.46,0.0,0.995,0.574,149.818,4
0hy1SOTEn9ifXTzOwnCwEr,All Eyes on You (feat. Chris Brown & Nicki Minaj),Meek Mill,71,223973,0.589,0.658,11,-5.288,0,0.203,0.0242,0.0,0.118,0.251,77.521,4
4skuEIloXWuxxgekKupkEH,Tu Falta De Querer,Mon Laferte,81,278547,0.394,0.475,10,-7.935,1,0.028,0.0251,0.00749,0.112,0.441,129.995,3
15VRO9CQwMpbqUYA7e6Hwg,The Man Who Sold The World - Live,Nirvana,78,261093,0.483,0.753,1,-8.937,0,0.0832,0.425,0.000142,0.257,0.42,115.102,4
0k23rRi1B8ZHrKtzECGoyk,Sigo Extrañándote,J Balvin,71,201280,0.896,0.859,11,-4.232,0,0.211,0.154,0.000115,0.212,0.938,93.016,4
1feANd8EfcDP5UqSvbheM3,"Bekhayali (From ""Kabir Singh"")",Sachet Tandon,72,371791,0.308,0.585,9,-5.18,0,0.0428,0.45,0.0,0.319,0.345,171.843,3
3RAFcUBrCNaboRXoP3S5t1,Psychosocial,Slipknot,78,284120,0.568,0.981,2,-3.889,1,0.0887,0.00269,0.00275,0.0243,0.307,135.146,4
33jG8BikKNeC0PPDtxluYW,Chhalakata Hamro Jawaniya,Pawan Singh,55,238763,0.752,0.914,11,-3.582,0,0.0437,0.0405,0.0,0.307,0.897,122.988,4
7DrluKkTviBwCc8AV3VGmf,Clandestino,Shakira,69,231921,0.766,0.822,1,-4.126,0,0.16,0.39,3.37e-05,0.349,0.881,165.842,4
6RX5iL93VZ5fKmyvNXvF1r,Irreplaceable,Beyoncé,72,227853,0.447,0.694,7,-4.637,0,0.382,0.0293,5.46e-06,0.167,0.509,175.868,4
24jg1DbZgIwIBwascANUo0,Machafouhach,Mouh Milano,51,294524,0.755,0.82,6,-7.953,1,0.0374,0.134,5.51e-06,0.185,0.6,104.983,4
0pwYLVXVknPSGUQb39cePC,As Long As You Love Me,Justin Bieber,69,229467,0.571,0.873,0,-3.382,0,0.1,0.0811,0.0,0.361,0.613,139.691,4
2D9itdl85AQVNpTfrxvUGj,Mala Fama,Danna Paola,72,182600,0.765,0.574,6,-4.36,0,0.0926,0.182,1.04e-05,0.0567,0.815,176.001,4
3ma2gdmjTPg5NNYHRzSUWj,Ye Raja Jai Na Bahriya,Rakesh Mishra,67,348845,0.714,0.983,8,-2.543,0,0.123,0.127,1.8e-06,0.384,0.796,122.994,4
5ExsZq3AmQGxavPJOzf0M5,Sen Olsan Bari,Aleyna Tilki,51,180581,0.736,0.659,8,-6.509,1,0.0373,0.104,0.00141,0.147,0.538,97.953,4
7o9uu2GDtVDr9nsR7ZRN73,Time After Time,Cyndi Lauper,81,241333,0.726,0.449,0,-9.206,1,0.0286,0.487,1.34e-06,0.0824,0.294,130.388,4
7D5F5BzIon5zhzQrOU2pdN,Ciumeira - Ao Vivo,Marília Mendonça,68,190084,0.741,0.813,11,-4.83,0,0.0452,0.204,0.0,0.797,0.765,123.842,4
27ze5t5tIDPlVits0KRbxT,El Perdedor,Aventura,78,215213,0.779,0.589,5,-10.645,1,0.0345,0.332,0.0,0.12,0.894,128.044,4
5wq55P6xQRrwJMNpFVoHCh,Ishq Ka Raja,Addy Nagar,51,235200,0.788,0.876,4,-4.121,0,0.13,0.0962,0.0,0.0648,0.693,99.996,4
2biG396b4oY4gHJJRtjUIo,Tranquila,J Balvin,59,199933,0.718,0.679,4,-6.216,0,0.197,0.0298,0.0,0.126,0.669,175.982,4
7F9vK8hNFMml4GtHsaXui6,Back to You (feat. Bebe Rexha & Digital Farm Animals),Louis Tomlinson,69,190428,0.683,0.53,5,-4.918,0,0.142,0.207,0.0,0.394,0.645,75.016,4
4aL9YT977aLLBNYGvUocNZ,Bachpan Ka Pyaar,Badshah,56,183000,0.607,0.52,7,-10.84,0,0.31,0.123,0.0,0.119,0.919,180.107,3
7r48j4khJzIT2uqcIU33ax,Lala Lori,Fazilpuria,59,160000,0.863,0.741,1,-4.294,0,0.194,0.302,0.0,0.215,0.682,105.037,4
2EEeOnHehOozLq4aS0n6SL,iSpy (feat. Lil Yachty),KYLE,72,253107,0.746,0.653,7,-6.745,1,0.289,0.378,0.0,0.229,0.672,75.016,4
5CpcibG8alDQ0OXp3A98bX,On & On - Cartoon x HAVSUN x WAYOUT Remix,Cartoon,41,238621,0.272,0.648,8,-6.278,0,0.0773,0.089,1.85e-06,0.105,0.247,86.998,4
4zLBcDtvYNVtF9fnG6lme3,Sun Goes Down (feat. Jasmine Thompson) - Radio Mix,Robin Schulz,70,179960,0.548,0.723,6,-6.002,1,0.0375,0.0969,1.28e-05,0.337,0.499,125.088,4
7Lf7oSEVdzZqTA0kEDSlS5,Cry Me a River,Justin Timberlake,78,288333,0.624,0.654,8,-6.582,0,0.183,0.577,0.0,0.104,0.564,73.898,4
4BKKOpYUypuaDG8z2IvZnE,Meet Me Halfway (Made Famous by Black Eyed Peas),The Pop Heroes,4,286615,0.774,0.574,11,-6.848,0,0.0633,0.0113,0.0,0.11,0.42,130.017,4
5CLGzJsGqhCEECcpnFQA8x,"These Days (feat. Jess Glynne, Macklemore & Dan Caplen)",Rudimental,74,210773,0.653,0.809,0,-4.057,1,0.0474,0.194,0.0,0.165,0.55,92.213,4
4vOWNHRx4FGlQhs0pyxgJl,Quien Sabe,NATTI NATASHA,54,269120,0.713,0.817,9,-2.898,0,0.0274,0.356,4.19e-05,0.0877,0.758,127.933,4
2sNdwUjGOIxflMLZRmwRY9,Virtual Diva,Don Omar,50,239493,0.785,0.881,8,-4.205,0,0.0505,0.212,0.0,0.754,0.728,113.999,4
5n2XTRsYFlZwNBp06KAjDX,Madura,Cosculluela,82,190996,0.794,0.546,11,-7.729,1,0.314,0.132,1.58e-06,0.139,0.759,175.96,4
2rbDhOo9Fh61Bbu23T2qCk,Always Remember Us This Way,Lady Gaga,84,210200,0.553,0.502,0,-5.972,1,0.0409,0.299,0.0,0.764,0.296,129.976,4
1mohfLaTJtB2RplHLQVM70,La Jeepeta - Remix,Nio Garcia,72,345241,0.815,0.715,4,-4.65,0,0.207,0.3,4.83e-06,0.091,0.786,176.007,4
1MTN9xySAtv9p5XpttCtvi,Quien Sabe Tú,Marco Antonio Solís,42,210453,0.6,0.426,4,-5.072,1,0.0323,0.587,4.52e-06,0.114,0.579,148.381,3
76hfruVvmfQbw0eYn1nmeC,Cake By The Ocean,DNCE,83,219147,0.774,0.753,4,-5.446,0,0.0517,0.152,0.0,0.0371,0.896,119.002,4
7oUHzZKNKUTrlU7DYxhQ7v,Maps,Maroon 5,75,189960,0.742,0.713,1,-5.522,0,0.0303,0.0205,0.0,0.059,0.879,120.032,4
2vmfvSoZBFAt9hhRoEByLi,Volví,Aventura,80,230125,0.725,0.86,1,-3.726,1,0.182,0.422,0.000284,0.0674,0.791,175.896,4
6x4tKaOzfNJpEJHySoiJcs,Mambo No. 5 (a Little Bit of...),Lou Bega,78,220293,0.622,0.807,5,-6.752,0,0.408,0.103,0.0,0.306,0.892,174.06,4
70ATm56tH7OrQ1zurYssz0,I Need A Doctor,Dr. Dre,72,283733,0.594,0.946,3,-4.521,1,0.452,0.0869,0.0,0.306,0.397,155.826,4
5STdMlrBf6pqWiNE7WqxSi,Many Men (Wish Death),50 Cent,80,256240,0.589,0.827,11,-2.938,1,0.384,0.0143,0.00151,0.14,0.386,161.978,4
1TxgZRcy3kZ7JaEp88MDbC,Tan Fácil,CNCO,61,210600,0.706,0.884,10,-3.767,1,0.0435,0.292,0.0,0.344,0.506,90.036,4
6D7UJO8ZPDWujC3tUeT7U0,Sinônimos (Ao Vivo),Zé Ramalho,59,389640,0.481,0.649,2,-5.958,1,0.0276,0.355,0.0,0.945,0.296,137.448,3
3GmJxfnUDrIs1iCfKUELFz,Supera - Ao Vivo,Marília Mendonça,73,147748,0.665,0.743,4,-4.434,1,0.0567,0.0604,0.0,0.959,0.658,131.573,4
3zl7j5ua8mF4JDYuxrfo01,Perfect Symphony (Ed Sheeran & Andrea Bocelli),Ed Sheeran,69,265363,0.544,0.417,8,-4.387,1,0.0247,0.586,0.0,0.085,0.207,95.156,3
2rCbl9naJYhaxjLsfx88uM,Pareja Del Año,Sebastian Yatra,74,195053,0.715,0.622,4,-5.102,0,0.046,0.163,0.0,0.0948,0.808,80.015,4
1sCn4E8TSAc0NGtJNyfhap,Coração Bandido,Marília Mendonça,59,247125,0.625,0.76,5,-2.587,1,0.0328,0.406,0.0,0.0952,0.525,77.95,4
3AHOHHF7OXy1x461i5Vn6s,Facas - Ao Vivo,Diego & Victor Hugo,24,196380,0.443,0.509,2,-5.995,1,0.0536,0.615,0.0,0.472,0.69,160.984,4
6zSpb8dQRaw0M1dK8PBwQz,Cold Heart - PNAU Remix,Elton John,85,202735,0.796,0.798,1,-6.312,1,0.0317,0.034,4.19e-05,0.0952,0.942,116.032,4
6DzdTNTVWYHFYmxEgCB3Ec,Sajanwa,Khesari Lal Yadav,40,206829,0.664,0.971,2,-2.505,1,0.0567,0.0521,0.0,0.349,0.837,122.97,4
5cuIwNK5CiVRITCRKywR2W,Yeh Galiyan Yeh Chaubara,Lata Mangeshkar,26,388560,0.467,0.637,9,-10.193,0,0.0467,0.679,0.002,0.0728,0.875,82.625,4
453OKdex6LkOVnOyRYAEZk,Wavin’ Flag (In The Style Of K’naan),Karaoke - Ameritz,5,222825,0.595,0.621,0,-10.049,1,0.0367,0.0532,0.823,0.0861,0.741,76.0,4
4N9gzwamSUhe9oRuWgnmfJ,Estoy Enamorado (with Pedro Capó) - Live Version,Thalia,62,277947,0.307,0.33,2,-10.454,1,0.0338,0.662,0.0,0.69,0.328,203.636,4
59ywHNwwchG4nZJMLyxSzd,Clout (feat. Cardi B),Offset,69,205803,0.919,0.622,1,-7.384,1,0.0997,0.228,4.24e-06,0.122,0.424,140.022,4
48NXpYRuvv9izul4oXhqS9,Salió El Sol,Don Omar,80,315293,0.887,0.701,4,-5.892,0,0.0873,0.106,0.00948,0.0466,0.965,110.002,4
2wFnRPjuqwNySFiK0Qfg8L,10% - Ao Vivo,Maiara & Maraisa,62,174653,0.632,0.95,7,-2.85,0,0.111,0.482,0.0,0.84,0.596,154.006,4
0LQsM0KYkSyCdN6TCo63vp,"Fronteamos Porque Podemos (feat. Daddy Yankee, Yandel & Nengo Flow)",De La Ghetto,65,315440,0.714,0.626,5,-4.655,0,0.423,0.26,0.0,0.284,0.512,76.625,4
69BIczdH6QMnFx7dsSssN8,DDU-DU DDU-DU,BLACKPINK,70,209355,0.671,0.859,4,-3.922,0,0.0833,0.0313,0.0,0.267,0.39,139.931,4
1YYhDizHx7PnDhAhko6cDS,"Take Me Home, Country Roads - Original Version",John Denver,76,190160,0.462,0.395,9,-9.376,1,0.0264,0.758,0.0,0.121,0.625,82.259,4
6wH3AP7b01vpzKYRJhreMy,Black Swan,BTS,63,198261,0.719,0.757,2,-5.167,0,0.0849,0.137,0.0,0.129,0.489,147.024,4
62pSYErgGri97X9aIyBzHm,Got 2 Luv U (feat. Alexis Jordan),Sean Paul,68,196640,0.605,0.793,7,-3.084,0,0.297,0.0825,0.0,0.124,0.647,184.032,4
0Ph6L4l8dYUuXFmb71Ajnd,Livin' la Vida Loca,Ricky Martin,77,243160,0.425,0.954,1,-3.756,0,0.0476,0.00414,0.0,0.0555,0.933,178.043,4
5UktVtaCS3KFmA0xBbFeEW,Cuál Adiós,Banda Clave Nueva,47,209720,0.54,0.578,10,-5.678,1,0.0345,0.396,1.61e-06,0.0805,0.893,200.063,4
6KHL1En9v6iNWjcs44mcmU,Secret Love Song (feat. Jason Derulo),Little Mix,78,249810,0.529,0.614,9,-5.032,1,0.0479,0.215,0.0,0.277,0.141,92.972,4
3DmW6y7wTEYHJZlLo1r6XJ,Shower,Becky G,79,206167,0.699,0.529,2,-7.548,1,0.0487,0.0317,3.59e-05,0.285,0.121,119.987,4
6GTX6TGcHEWHoxHXPSVbJ2,Hermosa Experiencia,Banda MS de Sergio Lizárraga,75,153493,0.836,0.575,8,-6.109,1,0.0441,0.452,2.29e-05,0.0585,0.977,112.509,3
4FRoBVWR59XRswXarBOqh2,Thương Lắm Thầy Cô Ơi,Bé Phan Hiếu Kiên,0,281453,0.676,0.51,5,-5.706,0,0.024,0.465,0.0,0.191,0.432,81.965,4
7GNRUsU3M4XNDDB9xle5Dz,That That (prod.&feat. SUGA of BTS),PSY,75,174647,0.905,0.962,4,-3.197,1,0.0856,0.0299,0.0,0.0272,0.906,129.969,4
3WkibOpDF7cQ5xntM1epyf,It Wasn't Me,Shaggy,81,227600,0.853,0.606,0,-4.596,1,0.0713,0.0561,0.0,0.313,0.654,94.759,4
0u8aj0c4IxeVSLTUuuq9V5,Você Partiu Meu Coração (feat. Anitta & Wesley Safadão),Nego do Borel,56,179000,0.854,0.682,9,-5.818,0,0.069,0.374,0.0,0.0697,0.887,98.023,4
5wANPM4fQCJwkGd4rN57mH,drivers license,Olivia Rodrigo,87,242013,0.561,0.431,10,-8.81,1,0.0578,0.768,1.42e-05,0.106,0.137,143.875,4
1di1BEgJYzPvXUuinsYJGP,Everybody (Backstreet's Back) - Radio Edit,Backstreet Boys,78,225360,0.731,0.853,10,-4.219,0,0.0363,0.0352,0.0,0.268,0.605,108.016,4
1418IuVKQPTYqt7QNJ9RXN,Maan Meri Jaan,King,81,194654,0.698,0.505,6,-8.242,0,0.0356,0.354,0.0,0.0995,0.396,95.868,4
15AbuFJdFrbINydSMSqVhV,Aléjate de Mí,Camila,73,258533,0.464,0.536,1,-8.372,0,0.0472,0.159,0.0,0.0969,0.252,145.772,4
4n0Qw1r6TnrFu6oKbxZCGW,Deus e Eu,Leandro Borges,35,229599,0.589,0.412,9,-7.161,1,0.0305,0.768,0.0,0.154,0.376,126.993,4
4loQgPwJHocL3dFwLfjb1J,Reloj,Rauw Alejandro,73,231595,0.823,0.537,8,-2.627,1,0.211,0.176,3.75e-06,0.124,0.608,175.965,4
6FlasfqslGXjf6QiDIeyka,Loo (Aghani Men Hayati),Saif Nabeel,13,223827,0.47,0.751,10,-5.598,1,0.0481,0.558,0.0,0.099,0.502,91.423,4
3Hz3tTQwOdM6XkA0ALB2G9,Feel Special,TWICE,73,206867,0.708,0.959,1,-1.338,1,0.0604,0.0296,0.00188,0.107,0.644,128.981,4
3elpkpwYlmUbuvmVps08lJ,Te Ire A Buscar,Santa Fe Klan,75,218045,0.684,0.58,4,-7.682,0,0.133,0.672,0.0,0.135,0.233,89.954,4
2RSHsoi04658QL5xgQVov3,Bad Liar,Imagine Dragons,83,260773,0.383,0.637,3,-6.993,1,0.0703,0.0722,0.0,0.368,0.0827,177.913,4
1OBAWkIciXl8rmbKtrp9ZG,Pretender,OFFICIAL HIGE DANDISM,42,326440,0.526,0.86,8,-3.37,1,0.027,0.0406,0.0,0.129,0.403,91.955,4
6iaSML1PIYq936g62BDtBq,Robbery,Juice WRLD,82,240051,0.623,0.692,2,-5.122,1,0.0504,0.328,0.0,0.153,0.566,79.899,4
1G391cbiT3v3Cywg8T7DM1,Scar Tissue,Red Hot Chili Peppers,85,215907,0.595,0.717,0,-4.803,1,0.0295,0.0779,0.00274,0.108,0.547,88.969,4
205HNJ73cgpC0LAOnuQiWT,Bande organisée,Kofs,70,356347,0.901,0.939,6,-2.762,1,0.274,0.117,0.0,0.0643,0.805,142.948,4
5hiQSNo6jQbQ2m2gBZs7bU,Etnaset,Muslim - مُسلِم,63,195598,0.444,0.5,1,-7.706,0,0.0666,0.804,2.05e-06,0.108,0.271,147.757,4
7xapw9Oy21WpfEcib2ErSA,Mistletoe,Justin Bieber,90,182947,0.657,0.56,6,-9.049,0,0.0467,0.498,0.0,0.0794,0.854,161.993,4
1iF6lrJludTZmfgMgXPqSe,Nachange Saari Raat,Meet Bros.,61,251514,0.679,0.921,1,-4.416,0,0.0362,0.0799,1.41e-06,0.0636,0.755,131.084,4
3c0CJ0DBgsGZ7I79lyx02Z,Like Ooh-Ahh,TWICE,68,215080,0.721,0.875,6,-1.166,1,0.0783,0.241,0.000105,0.382,0.692,141.994,4
4HzqWEdAbzcVFDv0pvxV4w,Sobrio,Maluma,75,201181,0.762,0.77,5,-2.758,1,0.223,0.138,0.0,0.15,0.631,177.998,4
5XHf9PBxxHmJFuiDkGNIOA,Wish You Were Here,Avril Lavigne,69,225760,0.454,0.865,4,-3.841,1,0.0561,0.0323,0.0,0.186,0.34,166.018,4
2iCOdoyDmWG3hWkbtH1KB2,Amantes de una Noche,NATTI NATASHA,68,225520,0.567,0.73,9,-6.748,0,0.213,0.353,1.73e-06,0.154,0.525,87.237,4
09gRpaf5o5YxLY8ZC6MsD4,ห้องนอน,FRIDAY NIGHT to SUNDAY,47,311556,0.53,0.67,9,-6.88,1,0.0285,0.0162,0.0,0.357,0.298,140.006,4
43SMQMC2X2fAOuTPRnSGrG,Tu No Metes Cabra,Bad Bunny,70,170762,0.86,0.641,7,-2.149,1,0.219,0.689,0.00331,0.107,0.432,92.013,4
076xlNcwTyAeXShmWD5z3h,Lal Dupatta,Antra Singh Priyanka,24,162145,0.649,0.997,7,-0.019,0,0.105,0.102,0.00114,0.397,0.73,139.92,4
3ao3OVxHlb3C08vAaApUlm,Imposible,Luis Fonsi,60,163880,0.786,0.764,11,-2.935,1,0.0798,0.122,0.0,0.102,0.913,90.979,4
4Ncb133Kh76zENJnLdk05V,Pour It Up,Aida Rojo,18,179732,0.735,0.711,0,-3.994,0,0.139,0.0702,9.65e-06,0.0815,0.468,170.079,4
5R7XLW00hHv3tFCgj1s5GD,Dhire Dhire,Kumar Sanu,5,384613,0.391,0.415,4,-11.343,0,0.0444,0.699,2.18e-05,0.0926,0.571,149.421,3
3a6If7rSOtZmGHpwfj2SKr,We Are the Champions (Ding a Dang Dong) - Radio Edit,Crazy Frog,52,179600,0.634,0.949,10,-2.786,1,0.0826,0.494,0.00101,0.27,0.336,130.005,4
16Wykyp646Oc5hCeYXNipW,Modo Safado,Zé Felipe,58,139445,0.792,0.701,5,-4.298,0,0.0635,0.464,0.0014,0.188,0.498,132.036,4
